X	Percentil5	Percentil10	Percentil25	Percentil50	Percentil75	Percentil90	Percentil95
0.808	49.35	57.72	69.58	84.46	97.00	106.75	112.45
0.811	49.35	57.73	69.58	84.48	97.00	106.75	112.45
0.814	49.35	57.73	69.59	84.50	97.00	106.75	112.45
0.816	49.35	57.74	69.67	84.52	97.00	106.75	112.45
0.819	49.35	57.74	69.75	84.54	96.97	106.75	112.45
0.822	49.35	57.74	69.75	84.56	96.94	106.75	112.45
0.825	49.35	57.75	69.75	84.54	96.90	106.75	112.45
0.827	49.35	57.75	69.75	84.28	96.86	106.75	112.45
0.830	49.35	57.76	69.75	84.28	96.84	106.75	112.45
0.833	49.35	57.76	69.75	84.28	96.82	106.75	112.45
0.836	49.35	57.75	69.75	84.28	96.79	106.75	112.45
0.838	49.35	57.69	69.73	84.28	96.75	106.75	112.45
0.841	49.35	57.65	69.71	84.28	96.72	106.75	112.45
0.844	49.35	57.59	69.67	84.28	96.76	106.75	112.45
0.847	49.35	57.52	69.64	84.28	96.85	106.75	112.45
0.849	49.35	57.49	69.62	84.28	96.86	106.75	112.45
0.852	49.35	57.42	69.60	84.28	96.86	106.75	112.45
0.855	49.35	57.39	69.58	84.28	96.86	106.75	112.45
0.857	49.35	57.32	69.58	84.28	96.86	106.75	112.44
0.860	49.35	57.29	69.58	84.28	96.86	106.75	112.43
0.863	49.35	57.22	69.58	84.28	96.87	106.75	112.42
0.866	49.35	57.19	69.58	84.28	96.95	106.75	112.41
0.868	49.35	57.17	69.58	84.28	96.96	106.75	112.41
0.871	49.35	57.20	69.58	84.28	96.96	106.75	112.40
0.874	49.35	57.22	69.58	84.28	96.96	106.75	112.39
0.877	49.35	57.25	69.69	84.28	96.96	106.75	112.38
0.879	49.35	57.28	69.68	84.28	96.96	106.75	112.38
0.882	49.35	57.30	69.68	84.28	96.96	106.75	112.40
0.885	49.35	57.33	69.67	84.28	96.95	106.75	112.41
0.888	49.35	57.32	69.67	84.28	96.93	106.75	112.34
0.890	49.35	57.29	69.66	84.26	96.92	106.75	112.25
0.893	49.35	57.25	69.60	84.26	96.91	106.75	112.21
0.896	49.35	57.23	69.63	84.26	96.90	106.75	112.12
0.899	49.35	57.21	69.66	84.28	96.89	106.75	112.03
0.901	49.35	57.19	69.69	84.28	96.86	106.75	111.98
0.904	49.35	57.15	69.71	84.28	96.86	106.75	111.90
0.907	49.35	57.13	69.74	84.28	96.86	106.75	111.81
0.909	49.35	57.11	69.75	84.28	96.86	106.75	111.77
0.912	49.35	57.09	69.75	84.28	96.86	106.75	111.77
0.915	49.35	57.07	69.72	84.28	96.86	106.75	111.77
0.918	49.35	57.03	69.69	84.28	96.86	106.75	111.77
0.920	49.35	57.01	69.66	84.28	96.87	106.75	111.77
0.923	49.35	56.99	69.63	84.28	96.89	106.75	111.77
0.926	49.35	56.97	69.60	84.28	96.92	106.75	111.77
0.929	49.35	56.93	69.58	84.28	96.93	106.75	111.77
0.931	49.35	56.91	69.58	84.28	96.93	106.75	111.77
0.934	49.35	56.89	69.58	84.28	96.92	106.75	111.77
0.937	49.35	56.87	69.58	84.28	96.92	106.75	111.77
0.940	49.35	56.83	69.58	84.28	96.92	106.75	111.77
0.942	49.35	56.81	69.58	84.28	96.92	106.75	111.77
0.945	49.35	56.79	69.58	84.28	96.92	106.75	111.77
0.948	49.35	56.74	69.54	84.28	96.92	106.75	111.77
0.950	49.35	56.60	69.53	84.28	96.91	106.75	111.77
0.953	49.35	56.46	69.45	84.28	96.91	106.75	111.77
0.956	49.35	56.46	69.35	84.28	96.91	106.75	111.77
0.959	49.35	56.46	69.24	84.26	96.91	106.75	111.77
0.961	49.35	56.45	69.20	84.26	96.91	106.75	111.77
0.964	49.35	56.39	69.20	84.26	96.91	106.75	111.77
0.967	49.35	56.38	69.20	84.26	96.90	106.75	111.77
0.970	49.35	56.41	69.20	84.26	96.89	106.75	111.77
0.972	49.35	56.43	69.20	84.26	96.87	106.75	111.77
0.975	49.35	56.49	69.20	84.27	96.86	106.75	111.77
0.978	49.35	56.48	69.29	84.27	96.86	106.75	111.77
0.981	49.35	56.46	69.34	84.28	96.86	106.75	111.77
0.983	48.49	56.46	69.39	84.28	96.86	106.75	111.77
0.986	48.42	56.46	69.44	84.28	96.86	106.75	111.77
0.989	48.41	56.46	69.44	84.28	96.86	106.75	111.77
0.992	48.41	56.46	69.43	84.28	96.86	106.75	111.77
0.994	48.40	56.46	69.43	84.28	96.86	106.75	111.77
0.997	48.40	56.46	69.42	84.28	96.86	106.75	111.77
1.000	48.39	56.46	69.39	84.28	96.86	106.75	111.77
1.002	48.39	56.46	69.34	84.28	96.86	106.75	111.77
1.005	48.38	56.46	69.35	84.36	96.86	106.75	111.77
1.008	48.37	56.46	69.36	84.37	96.86	106.75	111.77
1.011	48.37	56.46	69.37	84.38	96.86	106.75	111.77
1.013	48.36	56.46	69.39	84.38	96.87	106.75	111.77
1.016	48.36	56.46	69.38	84.39	96.87	106.75	111.77
1.019	48.35	56.46	69.37	84.41	96.88	106.75	111.77
1.022	48.34	56.46	69.37	84.41	96.89	106.75	111.77
1.024	48.34	56.46	69.38	84.42	96.90	106.75	111.77
1.027	48.33	56.46	69.35	84.43	96.92	106.75	111.77
1.030	48.33	56.46	69.35	84.44	96.92	106.75	111.77
1.033	48.32	56.46	69.35	84.44	96.93	106.75	111.77
1.035	48.32	56.46	69.34	84.46	96.94	106.75	111.77
1.038	48.31	56.46	69.33	84.45	96.95	106.75	111.77
1.041	48.30	56.46	69.33	84.44	96.97	106.75	111.77
1.043	48.30	56.46	69.32	84.42	96.97	106.75	111.77
1.046	48.29	56.46	69.31	84.28	96.95	106.75	111.77
1.049	48.29	56.46	69.31	84.28	96.89	106.81	111.77
1.052	48.30	56.46	69.30	84.28	96.89	106.84	111.77
1.054	48.35	56.46	69.29	84.28	96.90	106.88	111.77
1.057	48.39	56.46	69.29	84.28	96.91	106.75	111.77
1.060	48.39	56.46	69.29	84.28	96.92	106.75	111.77
1.063	48.39	56.46	69.28	84.28	96.92	106.75	111.77
1.065	48.39	56.46	69.27	84.28	96.93	106.75	111.77
1.068	48.39	56.46	69.27	84.28	96.94	106.75	111.77
1.071	48.39	56.46	69.26	84.28	96.95	106.75	111.77
1.074	48.39	56.46	69.25	84.28	96.95	106.75	111.77
1.076	48.39	56.46	69.25	84.28	96.96	106.75	111.77
1.079	48.39	56.46	69.24	84.26	96.97	106.75	111.77
1.082	48.39	56.46	69.23	84.26	96.97	106.75	111.77
1.085	48.39	56.46	69.23	84.26	96.98	106.75	111.77
1.087	48.39	56.46	69.22	84.26	96.96	106.75	111.77
1.090	48.39	56.46	69.22	84.26	96.86	106.75	111.77
1.093	48.39	56.46	69.21	84.26	96.86	106.75	111.77
1.095	48.39	56.46	69.21	84.26	96.86	106.72	111.77
1.098	48.39	56.46	69.20	84.26	96.86	106.67	111.77
1.101	48.39	56.46	69.20	84.26	96.86	106.66	111.77
1.104	48.39	56.35	69.20	84.26	96.86	106.66	111.76
1.106	48.39	56.29	69.20	84.26	96.86	106.66	111.74
1.109	48.39	56.15	69.19	84.26	96.86	106.64	111.73
1.112	48.39	56.09	69.17	84.26	96.82	106.62	111.71
1.115	48.39	55.95	69.16	84.26	96.82	106.60	111.69
1.117	48.39	55.88	69.15	84.26	96.81	106.58	111.68
1.120	48.39	55.83	69.15	84.26	96.81	106.57	111.66
1.123	48.39	55.88	69.15	84.26	96.81	106.55	111.66
1.126	48.39	55.93	69.14	84.26	96.80	106.53	111.66
1.128	48.39	55.98	69.13	84.26	96.77	106.51	111.66
1.131	48.39	56.03	69.13	84.26	96.74	106.49	111.66
1.134	48.39	56.09	69.12	84.26	96.72	106.48	111.66
1.136	48.39	56.14	69.11	84.28	96.74	106.45	111.66
1.139	48.39	56.19	69.11	84.28	96.77	106.44	111.66
1.142	48.39	56.24	69.10	84.28	96.80	106.42	111.66
1.145	48.39	56.29	69.09	84.28	96.80	106.40	111.66
1.147	48.39	56.34	69.09	84.26	96.80	106.40	111.66
1.150	48.39	56.39	69.06	84.26	96.79	106.40	111.67
1.153	48.39	56.45	69.06	84.26	96.79	106.40	111.67
1.156	48.39	56.46	69.06	84.26	96.76	106.40	111.67
1.158	48.39	56.46	69.06	84.26	96.72	106.40	111.67
1.161	48.39	56.46	69.05	84.26	96.68	106.40	111.67
1.164	48.39	56.46	69.06	84.26	96.68	106.40	111.67
1.167	48.39	56.46	69.06	84.26	96.68	106.40	111.67
1.169	48.39	56.46	69.06	84.26	96.68	106.40	111.67
1.172	48.39	56.55	69.05	84.26	96.71	106.40	111.67
1.175	48.39	56.60	69.05	84.26	96.74	106.40	111.67
1.178	48.39	56.60	69.05	84.26	96.75	106.41	111.70
