X	Percentil5	Percentil10	Percentil25	Percentil50	Percentil75	Percentil90	Percentil95
2020.036	50.67	9.70	12.29	14.11	12.11	9.90	5.84
2020.038	50.67	9.67	12.29	14.14	12.11	9.90	5.85
2020.041	50.67	9.65	12.31	14.13	12.12	9.89	5.84
2020.044	50.67	9.64	12.31	14.14	12.13	9.88	5.84
2020.047	50.66	9.64	12.31	14.14	12.14	9.86	5.85
2020.049	50.65	9.65	12.30	14.14	12.15	9.85	5.86
2020.052	50.64	9.68	12.27	14.15	12.16	9.85	5.86
2020.055	50.64	9.73	12.23	14.10	12.18	9.85	5.86
2020.058	50.60	9.78	12.24	14.08	12.18	9.86	5.86
2020.060	50.59	9.83	12.24	14.05	12.18	9.86	5.86
2020.063	50.55	9.90	12.21	14.04	12.17	9.86	5.86
2020.066	50.54	9.93	12.20	14.05	12.13	9.87	5.88
2020.068	50.50	9.97	12.18	14.07	12.12	9.87	5.88
2020.071	50.50	9.92	12.23	14.08	12.13	9.86	5.87
2020.074	50.50	9.88	12.29	14.07	12.12	9.88	5.87
2020.077	50.50	9.88	12.32	14.07	12.08	9.88	5.87
2020.079	50.50	9.87	12.36	14.04	12.09	9.88	5.87
2020.082	50.50	9.86	12.33	14.08	12.10	9.87	5.86
2020.085	50.50	9.86	12.34	14.07	12.11	9.86	5.86
2020.088	50.50	9.86	12.34	14.06	12.12	9.86	5.86
2020.090	50.50	9.86	12.28	14.11	12.14	9.86	5.86
2020.093	50.50	9.86	12.30	14.08	12.15	9.86	5.86
2020.096	50.49	9.87	12.29	14.10	12.13	9.86	5.86
2020.099	50.48	9.88	12.29	14.12	12.11	9.86	5.85
2020.101	50.47	9.88	12.29	14.12	12.11	9.86	5.85
2020.104	50.46	9.88	12.30	14.12	12.12	9.85	5.85
2020.107	50.43	9.90	12.32	14.12	12.12	9.85	5.85
2020.110	50.40	9.90	12.35	14.12	12.13	9.84	5.84
2020.112	50.37	9.91	12.36	14.12	12.13	9.84	5.84
2020.115	50.34	9.93	12.38	14.12	12.15	9.82	5.84
2020.118	50.31	9.93	12.40	14.12	12.16	9.82	5.83
2020.121	50.26	9.97	12.43	14.12	12.15	9.81	5.83
2020.123	50.23	9.91	12.50	14.16	12.14	9.81	5.83
2020.126	50.15	9.99	12.50	14.16	12.13	9.81	5.83
2020.129	50.11	10.03	12.51	14.13	12.16	9.81	5.83
2020.132	50.11	10.03	12.51	14.11	12.17	9.81	5.83
2020.134	50.11	10.01	12.54	14.11	12.15	9.81	5.83
2020.137	50.12	9.97	12.58	14.12	12.14	9.81	5.83
2020.140	50.13	9.95	12.57	14.15	12.13	9.81	5.83
2020.142	50.14	9.93	12.58	14.16	12.12	9.81	5.83
2020.145	50.14	9.92	12.59	14.17	12.10	9.83	5.82
2020.148	50.15	9.91	12.59	14.17	12.06	9.90	5.78
2020.151	50.16	9.90	12.60	14.19	12.03	9.92	5.76
2020.153	50.17	9.90	12.57	14.23	12.01	9.92	5.76
2020.156	49.98	10.08	12.61	14.19	12.01	9.92	5.76
2020.159	49.81	10.25	12.63	14.17	12.01	9.92	5.76
2020.162	49.82	10.24	12.66	14.15	12.01	9.92	5.76
2020.164	49.84	10.22	12.69	14.12	12.01	9.92	5.76
2020.167	49.87	10.19	12.68	14.12	12.01	9.93	5.76
2020.170	49.87	10.19	12.68	14.13	12.01	9.92	5.76
2020.173	49.87	10.19	12.67	14.14	12.01	9.92	5.75
2020.175	49.87	10.19	12.68	14.13	11.99	9.94	5.75
2020.178	49.88	10.18	12.69	14.12	11.98	9.95	5.75
2020.181	49.88	10.18	12.69	14.11	11.96	9.97	5.75
2020.184	49.89	10.17	12.69	14.11	11.95	10.00	5.74
2020.186	49.89	10.17	12.69	14.11	11.95	10.01	5.73
2020.189	49.84	10.22	12.72	14.09	11.95	10.02	5.72
2020.192	49.82	10.24	12.73	14.06	11.97	10.03	5.70
2020.195	49.80	10.26	12.75	14.05	11.97	10.02	5.70
2020.197	49.78	10.28	12.77	14.04	11.98	10.02	5.69
2020.200	49.75	10.31	12.79	14.02	11.98	10.02	5.68
2020.203	49.73	10.23	12.90	14.00	11.98	10.03	5.67
2020.205	49.68	10.33	12.86	14.00	11.97	10.07	5.63
2020.208	49.66	10.37	12.84	13.99	11.95	10.16	5.57
2020.211	49.64	10.38	12.86	13.99	11.95	10.17	5.56
